codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,modalidad,jornada,plan,departamental,establecimiento_norm,direccion_norm,telefono_norm
00-01-0238-46,01-110,Guatemala,zona 1,instituto tecnologico de computacion itc,2a calle 11-65,22200060,zuhilem yesenia estrada ortiz,dulce maría chinchilla godoy,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,tecnologico de computacion itc,2a calle 11-65,22200060
00-01-0243-46,01-318,Guatemala,zona 1,centro educacional mixto privado kingston,8a calle 12-46,22320683,leslie azucena monzon tecun,patricia lorena lidia gidi david,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,educacional mixto privado kingston,8a calle 12-46,22320683
00-01-0247-46,01-317,Guatemala,zona 1,instituto particular mixto jose marti,8a calle 12-41,22539053,mariano domingo estrada teletor,regina coralia garcía contreras,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,particular mixto jose marti,8a calle 12-41,22539053
00-01-0248-46,01-312,Guatemala,zona 1,colegio el camino,10a calle 11-46,22511273,amado salomon flores perez,alan jeffrey brenner santizo,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,el camino,10a calle 11-46,22511273
00-01-0249-46,01-318,Guatemala,zona 1,liceo montessori,7a calle 12-51,22536087,leslie azucena monzon tecun,karen dianné sierra paredes,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,montessori,7a calle 12-51,22536087
00-01-0250-46,99-001,Guatemala,zona 1,colegio mixto montserrat,15 ave. 2-63,22530372,silvia eugenia valdez monterroso de carballo,sin_director,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,mixto montserrat,15 ave. 2-63,22530372
00-01-0251-46,01-301,Guatemala,zona 1,liceo mercantil,12 ave. 12-31,22384330,lucrecia marisol cermeño gonzález,brenda sofia soto miranda,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,mercantil,12 ave. 12-31,22384330
00-01-0254-46,01-301,Guatemala,zona 1,colegio mixto indo latino,4a ave. 13-35,22380338,lucrecia marisol cermeño gonzález,sonia estela ramírez morales,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,mixto indo latino,4a ave. 13-35,22380338
00-01-0273-46,01-401,Guatemala,zona 1,instituto privado mixto de educacion diversificada humanidades,10a calle 2-37,22383960,ixmucane aldana villavicencio,sin_director,privado,urbana,monolingue,nocturna,diario(regular),guatemala norte,privado mixto de educacion diversificada humanidades,10a calle 2-37,22383960
00-01-0380-46,01-312,Guatemala,zona 1,centro intercultural de computacion y turismo cict,11 calle 1-56,22326732,amado salomon flores perez,maribel alejandrina valenzuela guzman,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,intercultural de computacion y turismo cict,11 calle 1-56,22326732
00-01-0398-46,01-403,Guatemala,zona 1,colegio tecnologico la mision,4a. av 9-65,55336447,carlos humberto gonzález de león,mario adolfo romero reyes,privado,urbana,monolingue,doble,fin de semana,guatemala norte,tecnologico la mision,4a. av 9-65,55336447
00-01-0448-46,01-312,Guatemala,zona 1,instituto tecnologico mixto vocacional centroamericano bilingue,12a calle a 2-18,22381338,amado salomon flores perez,julio castellanos bobadilla,privado,urbana,monolingue,doble,diario(regular),guatemala norte,tecnologico mixto vocacional centroamericano bilingue,12a calle a 2-18,22381338
00-01-0482-46,01-627,Guatemala,zona 1,centro educativo mixto montenevado,3a av 10-29,22381293,isaura amparo recinos carrillo,silvia marleni alvarado guardado,privado,urbana,monolingue,doble,fin de semana,guatemala norte,educativo mixto montenevado,3a av 10-29,22381293
00-01-0487-46,01-315,Guatemala,zona 1,colegio marta novella,7a. av 11-67,58771766,aura marina garrido morales,herbert angel alvarez contreras,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,marta novella,7a. av 11-67,58771766
00-01-0499-46,01-312,Guatemala,zona 1,colegio el emilio,2a. calle 6-77,22532080,amado salomon flores perez,antonio roman lopez escobar,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,el emilio,2a. calle 6-77,22532080
00-01-0506-46,01-312,Guatemala,zona 1,centro de estudios winbridge,8a. calle 2-40,22146400,amado salomon flores perez,gilda noemí sosa hurtado,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,de estudios winbridge,8a. calle 2-40,22146400
00-01-0509-46,01-318,Guatemala,zona 1,colegio para varones san sebastian,2a. calle 6-56,22536602,leslie azucena monzon tecun,edgar rolando marroquín amado,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,para varones san sebastian,2a. calle 6-56,22536602
00-01-0516-46,01-312,Guatemala,zona 1,liceo multicultural guatemalteco,9a calle 3-40,22530315,amado salomon flores perez,jose ricardo reyes mora,privado,urbana,monolingue,doble,diario(regular),guatemala norte,multicultural guatemalteco,9a calle 3-40,22530315
00-01-0541-46,01-312,Guatemala,zona 1,colegio el camino,10a. calle 11-46,22511273,amado salomon flores perez,alan jeffrey brenner santizo,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,el camino,10a. calle 11-46,22511273
00-01-0562-46,01-316,Guatemala,zona 1,colegio tecnologico centro cultural de las americas,8a. calle 0-30,22384217,carlos humberto gonzalez de leon,jesús samayoa aragón,privado,urbana,monolingue,vespertina,diario(regular),guatemala norte,tecnologico  cultural de las americas,8a. calle 0-30,22384217
00-01-0585-46,01-403,Guatemala,zona 1,colegio internacional cambridge cis,3a. av a 3-38,57529460,carlos humberto gonzález de león,maría cristina gereda arévalo,privado,urbana,monolingue,doble,fin de semana,guatemala norte,internacional cambridge cis,3a. av a 3-38,57529460
00-01-0587-46,01-307,Guatemala,zona 1,centro educativo montenevado,3a. ave. 10-29,22537097,norma aracely palomo franco de diaz,silvia marleni alvarado guardado,privado,urbana,monolingue,vespertina,diario(regular),guatemala norte,educativo montenevado,3a. ave. 10-29,22537097
00-01-0594-46,01-403,Guatemala,zona 1,escuela normal para maestros de educacion musical jesus maria alvarado,10 av 2-24,58571956,carlos humberto gonzález de león,herbert gustavo lopez jocol,oficial,urbana,monolingue,intermedia,diario(regular),guatemala norte,normal para maestros de educacion musical jesus maria alvarado,10 av 2-24,58571956
00-01-0600-46,01-403,Guatemala,zona 1,liceo tecnico comercial,4ta. av 5-26,22329118,carlos humberto gonzález de león,victor hugo orozco ruiz,privado,urbana,monolingue,doble,fin de semana,guatemala norte,tecnico comercial,4ta. av 5-26,22329118
00-01-0619-46,01-301,Guatemala,zona 1,instituto nacional central,9a. av 9-27,22328285,lucrecia marisol cermeño gonzález,carlos alfredo valdez paz,oficial,urbana,monolingue,matutina,diario(regular),guatemala norte,nacional central,9a. av 9-27,22328285
00-01-0623-46,01-318,Guatemala,zona 1,colegio loyola,12 ave. 4-30,22044800,leslie azucena monzon tecun,carmen rosa pineda coronado,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,loyola,12 ave. 4-30,22044800
00-01-0631-46,01-312,Guatemala,zona 1,liceo frances,5a. av 9-80,22516728,amado salomon flores perez,ana maria estrada ramirez,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,frances,5a. av 9-80,22516728
00-01-0644-46,01-627,Guatemala,zona 1,liceo tecnologico maya de guatemala iii,15 calle 3-29,23083514,isaura amparo recinos carrillo,oralia abigail barrios tovar,privado,urbana,monolingue,doble,fin de semana,guatemala norte,tecnologico maya de guatemala iii,15 calle 3-29,23083514
00-01-0647-46,01-403,Guatemala,zona 1,colegio tecnologico centro cultural de las americas no 1,11 calle 3-59,22214343,carlos humberto gonzález de león,lilian marisol garcia lópez,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,tecnologico  cultural de las americas no 1,11 calle 3-59,22214343
00-01-0652-46,01-312,Guatemala,zona 1,colegio tecnico progresista,2a. av 3-59,22512759,amado salomon flores perez,irma amparo toledo hernandez,privado,urbana,monolingue,doble,diario(regular),guatemala norte,tecnico progresista,2a. av 3-59,22512759
00-01-0658-46,01-618,Guatemala,zona 1,centro de educacion extraescolarceexgrupo ceibagruce,4ta. av 12-39,22381970,rosa georgina rios castillo,deysi mabeli alarcon paredes,privado,urbana,monolingue,vespertina,diario(regular),guatemala norte,de educacion extraescolarceexgrupo ceibagruce,4ta. av 12-39,22381970
00-01-0659-46,01-618,Guatemala,zona 1,centro de educacion extraescolarceex grupo ceibagruce,4ta. av 12-39,22381970,rosa georgina rios castillo,deysi mabeli alarcon paredes,privado,urbana,monolingue,doble,fin de semana,guatemala norte,de educacion extraescolarceex grupo ceibagruce,4ta. av 12-39,22381970
00-01-0670-46,01-318,Guatemala,zona 1,colegio catolico mixto eugenio pacelli,13 calle 0-61,22382755,leslie azucena monzon tecun,wilfredo caracun tobar,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,catolico mixto eugenio pacelli,13 calle 0-61,22382755
00-01-0672-46,01-316,Guatemala,zona 1,colegio tecnologico centro cultural de las americas,8 calle 0-30,22321894,carlos humberto gonzalez de leon,jesús samayoa aragón,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,tecnologico  cultural de las americas,8 calle 0-30,22321894
00-01-0688-46,01-403,Guatemala,zona 1,instituto guillermo putzeys alvarez,11 calle 3-59 z 1,24637777,carlos humberto gonzález de león,ana isabel tello sáenz,privado,urbana,monolingue,doble,fin de semana,guatemala norte,guillermo putzeys alvarez,11 calle 3-59 z 1,24637777
00-01-0693-46,01-307,Guatemala,zona 1,escuela municipal de musica,8av. av 12-10 z 1 antiguo club americano,42451489,norma aracely palomo franco de diaz,erwin eduardo duarte alemán,municipal,urbana,monolingue,vespertina,diario(regular),guatemala norte,municipal de musica,8av. av 12-10 z 1 antiguo club americano,42451489
00-01-0696-46,01-618,Guatemala,zona 1,centro de educacion extraescolar ceex,16 calle 03-71,54933399,rosa georgina rios castillo,karlo fernando castillo perez,municipal,urbana,monolingue,doble,diario(regular),guatemala norte,de educacion extraescolar ceex,16 calle 03-71,54933399
00-01-0706-46,01-318,Guatemala,zona 1,colegio comercial guatemalteco,10a. calle 11-44,22534824,leslie azucena monzon tecun,charlotte ann afre pyatt,privado,urbana,monolingue,matutina,diario(regular),guatemala norte,comercial guatemalteco,10a. calle 11-44,22534824
00-01-0727-46,01-403,Guatemala,zona 1,colegio tecnico industrial luis cardoza y aragon,5ta. calle 1-36,23074080,carlos humberto gonzález de león,aura elicia cartagena monroy,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,tecnico industrial luis cardoza y aragon,5ta. calle 1-36,23074080
00-01-0732-46,01-403,Guatemala,zona 1,instituto tecnologico jhules,12 a. av 15-19,44734516,carlos humberto gonzález de león,amarilis jacobed cabrera gamarro,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,tecnologico jhules,12 a. av 15-19,44734516
00-01-0738-46,01-403,Guatemala,zona 1,liceo profesional en computacion y ciencias comerciales,2a. av 10-69,22320092,carlos humberto gonzález de león,robin alexander montalvo hernandez,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,profesional en computacion y ciencias comerciales,2a. av 10-69,22320092
00-01-0742-46,01-403,Guatemala,zona 1,instituto mixto nocturno de educacion diversificada por madurez pedro arriaza mata,10 av 12-01,22383239,carlos humberto gonzález de león,bruno luis viau garcía,oficial,urbana,monolingue,nocturna,diario(regular),guatemala norte,mixto nocturno de educacion diversificada por madurez pedro arriaza mata,10 av 12-01,22383239
00-01-0744-46,01-403,Guatemala,zona 1,colegio de formacion profesional en computacion,15 av 2-63,22501016,carlos humberto gonzález de león,otto edgar salguero palma,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,de formacion profesional en computacion,15 av 2-63,22501016
00-01-0745-46,01-627,Guatemala,zona 1,instituto particular mixto jose marti,8a. calle 12-41,22539053,isaura amparo recinos carrillo,regina coralia garcía contreras,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,particular mixto jose marti,8a. calle 12-41,22539053
00-01-0750-46,01-403,Guatemala,zona 1,colegio mixto en computacion imanol,3ra. av 3-33,22201030,carlos humberto gonzález de león,sonia haydée reyes monterroso,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,mixto en computacion imanol,3ra. av 3-33,22201030
00-01-0752-46,01-403,Guatemala,zona 1,colegio tecnologico centro cultural de las americas,8a. calle 00-30  interior 9a.y 8a. calle 00-20,22321894,carlos humberto gonzález de león,jesús samayoa aragón,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,tecnologico  cultural de las americas,8a. calle 00-30 interior 9a.y 8a. calle 00-20,22321894
00-01-0756-46,01-403,Guatemala,zona 1,centro educativo renuevo,6a. av 2-34,22886957,carlos humberto gonzález de león,isabel eunice rojas castillo,privado,urbana,monolingue,sin jornada,a distancia,guatemala norte,educativo renuevo,6a. av 2-34,22886957
00-01-0759-46,01-403,Guatemala,zona 1,liceo clasico en computacion,4ta. calle 5-52,23041515,carlos humberto gonzález de león,miguel alfonso lemus altán,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,clasico en computacion,4ta. calle 5-52,23041515
00-01-0762-46,01-403,Guatemala,zona 1,instituto tecnologico digitales comerciales ii,3a. calle 0-14,55947297,carlos humberto gonzález de león,evelyn noelia manzo salazar,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,tecnologico digitales comerciales ii,3a. calle 0-14,55947297
00-01-0782-46,01-403,Guatemala,zona 1,liceo hispanoamericano no 2,1a. av 7-12,23098798,carlos humberto gonzález de león,maría isabel polanco paz,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,hispanoamericano no 2,1a. av 7-12,23098798
00-01-0785-46,01-312,Guatemala,zona 1,liceo san francisco de borja,8a. av 3-50,22928633,amado salomon flores perez,ruth cristina arrazola cuyun,privado,urbana,monolingue,vespertina,diario(regular),guatemala norte,san francisco de borja,8a. av 3-50,22928633
00-01-0791-46,01-403,Guatemala,zona 1,centro de educacion continuada para adolescentes con discapacidad auditiva,2a. av 8-53,22534953,carlos humberto gonzález de león,janelva zuselly barahona dominguez,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,de educacion continuada para adolescentes con discapacidad auditiva,2a. av 8-53,22534953
00-01-0806-46,01-403,Guatemala,zona 1,instituto mixto indo latino,4ta. av 13-35,22380338,carlos humberto gonzález de león,sonia estela ramírez morales,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,mixto indo latino,4ta. av 13-35,22380338
00-01-0808-46,01-403,Guatemala,zona 1,centro educativo mixto montenevado,3era. av 10-29,22500210,carlos humberto gonzález de león,silvia marleni alvarado guardado,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,educativo mixto montenevado,3era. av 10-29,22500210
00-01-0819-46,01-403,Guatemala,zona 1,colegio valverde no 2,4a. av. 4-49,22093200,carlos humberto gonzález de león,sara lizbeth colindres milián,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,valverde no 2,4a. av. 4-49,22093200
00-01-0820-46,01-403,Guatemala,zona 1,colegio valverde,5a. av 5-14,22093200,carlos humberto gonzález de león,leslie rocksanda chong varela,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),guatemala norte,valverde,5a. av 5-14,22093200
