establecimiento_canon,direccion_norm,municipio,departamento,codigo,distrito,sector,area,supervisor,director,telefono_norm,modalidad,jornada,plan,departamental
privado mixto bendicion,4a. calle a 13-25 z 1,chiquimula,Chiquimula,['20-01-0176-46'],20-024,privado,urbana,silvia marilena buezo martinez,axel yovany villela monroy,['41007884'],['monolingue'],['doble'],['fin de semana'],chiquimula
privado mixto bendicion,6a. av 6-99 z 1 barrio san joaquin,esquipulas,Chiquimula,['20-07-0145-46'],20-035,privado,urbana,victoria noemí recinos vidal de hernández,oscar escobar espino,['42194761'],['monolingue'],['sin jornada'],['semipresencial (un día a la semana)'],chiquimula
privado mixto bendicion del saber,aldea ticanlu km 178.3,tiquisate,Escuintla,"[""['05-06-0066-46', '05-06-0083-46', '05-06-0113-46']""]","['05-027', '05-027', '05-027']","['privado', 'privado', 'privado']","['rural', 'rural', 'rural']","['faustino chique valenzuela', 'faustino chique valenzuela', 'faustino chique valenzuela']","['zoila ernestina morales godoy', 'zoila ernestina morales godoy', 'zoila ernestina morales godoy']",[],"[""['monolingue', 'monolingue', 'monolingue']""]","[""['vespertina', 'vespertina', 'doble']""]","[""['diario(regular)', 'diario(regular)', 'fin de semana']""]",escuintla
privado mixto bendicion del saber,aldea ticanlu km. 178.3,tiquisate,Escuintla,['05-06-0136-46'],05-027,privado,rural,faustino chique valenzuela,zoila ernestina morales godoy,['59790491'],['monolingue'],['sin jornada'],['semipresencial (fin de semana)'],escuintla
privado mixto bendicion del saber,aldea ticanlu km178.3,tiquisate,Escuintla,['05-06-0051-46'],05-027,privado,rural,faustino chique valenzuela,zoila ernestina morales godoy,['59790491'],['monolingue'],['vespertina'],['diario(regular)'],escuintla
privado mixto bethania,barrio las flores,gualan,Zacapa,['19-04-0052-46'],19-008,privado,urbana,brenda yaneth ramos lopez,melina judith morales lópez,['79332709'],['monolingue'],['matutina'],['diario(regular)'],zacapa
privado mixto bethezda,aldea cayuga,morales,Izabal,"[""['18-04-0209-46', '18-04-0234-46', '18-04-0490-46', '18-04-0508-46']""]","['18-039', '18-039', '18-039', '18-039']","['privado', 'privado', 'privado', 'privado']","['rural', 'rural', 'rural', 'rural']","['elsa yadira martinez perez', 'elsa yadira martinez perez', 'elsa yadira martinez perez', 'elsa yadira martinez perez']","['sharon ginelie ruiz pineda', 'sharon ginelie ruiz pineda', 'marco vinicio franco morales', 'marco vinicio franco morales']",[],"[""['monolingue', 'monolingue', 'monolingue', 'monolingue']""]","[""['doble', 'vespertina', 'sin jornada', 'nocturna']""]","[""['fin de semana', 'diario(regular)', 'semipresencial (fin de semana)', 'diario(regular)']""]",izabal
privado mixto bilingue a b c san francisco,barrio el mitchal,morales,Izabal,['18-04-2526-46'],18-039,privado,urbana,elsa yadira martinez perez,sergio de paz franco,['79478650'],['monolingue'],['vespertina'],['diario(regular)'],izabal
privado mixto bilingue tujaal,barrio san sebastian,sacapulas,Quiche,['14-16-5260-46'],14-026,privado,urbana,byron estuardo silverio zapeta reynozo,david eduardo galindo gómez,['40217500'],['monolingue'],['vespertina'],['diario(regular)'],quiché
privado mixto caballo blanco,urbano parcelamiento caballo blanco,retalhuleu,Retalhuleu,"[""['11-01-0387-46', '11-01-0388-46']""]","['11-017', '11-017']","['privado', 'privado']","['urbana', 'urbana']","['miguel angel armas rocha', 'miguel angel armas rocha']","['héctor julián rodas mazariegos', 'héctor julián rodas mazariegos']",[],"[""['monolingue', 'monolingue']""]","[""['doble', 'doble']""]","[""['fin de semana', 'fin de semana']""]",retalhuleu
privado mixto carlos sagastume perez,villa de barillas,santa cruz barillas,Huehuetenango,['13-26-6298-46'],13-043,privado,urbana,aracely figueroa urbina,oscar antulio agustin zuñiga,['77802390'],['monolingue'],['vespertina'],['diario(regular)'],huehuetenango
privado mixto central de suchitepequez,6a. av 2-21 z 1,mazatenango,Suchitepequez,['10-01-0308-46'],10-018,privado,urbana,natali xiomara diaz barrios de figueroa,antonio abelardo osorio monjarás,['78720350'],['monolingue'],['doble'],['fin de semana'],suchitepéquez
privado mixto central de suchitepequez,6a. ave. 2-21 z 1,mazatenango,Suchitepequez,['10-01-2106-46'],10-018,privado,urbana,natali xiomara diaz barrios de figueroa,antonio abelardo osorio monjarás,[],['monolingue'],['doble'],['fin de semana'],suchitepéquez
privado mixto centroamericano huehueteco,5a. calle 11-66 z 1,huehuetenango,Huehuetenango,"[""['13-01-0413-46', '13-01-1505-46']""]","['13-050', '13-050']","['privado', 'privado']","['urbana', 'urbana']","['reynaldo recinos castillo', 'reynaldo recinos castillo']","['flor de maria castillo lópez', 'flor de maria castillo lópez']",[],"[""['monolingue', 'monolingue']""]","[""['sin jornada', 'doble']""]","[""['semipresencial (un día a la semana)', 'fin de semana']""]",huehuetenango
privado mixto champel,3a. calle barrio el  z 1,san felipe,Retalhuleu,"[""['11-05-0022-46', '11-05-0024-46']""]","['11-004', '11-017']","['privado', 'privado']","['urbana', 'urbana']","['miguel angel armas rocha', 'miguel angel armas rocha']","['gabriel humberto barrientos valenzuela', 'gabriel humberto barrientos valenzuela']",[],"[""['monolingue', 'monolingue']""]","[""['vespertina', 'doble']""]","[""['diario(regular)', 'fin de semana']""]",retalhuleu
privado mixto ciencia y cultura,1a. calle 13-41 z 2,santa cruz del quiche,Quiche,"[""['14-01-0181-46', '14-01-0269-46']""]","['14-036', '14-036']","['privado', 'privado']","['urbana', 'urbana']","['gonzalo ventura lux', 'gonzalo ventura lux']","['iberto de león orellana', 'iberto de león orellana']",[],"[""['monolingue', 'monolingue']""]","[""['doble', 'sin jornada']""]","[""['fin de semana', 'semipresencial (fin de semana)']""]",quiché
privado mixto ciencia y cultura,san sebastian huehuetenango,san sebastian huehuetenango,Huehuetenango,['13-20-1784-46'],13-036,privado,urbana,filiberto leonel ixcotoyac ixcotoyac,paulina domingo lópez,['50572400'],['bilingue'],['vespertina'],['diario(regular)'],huehuetenango
privado mixto ciencia y tecnologia,canton las flores,san bernardino,Suchitepequez,"[""['10-04-0018-46', '10-04-0019-46', '10-04-0021-46']""]","['10-013', '10-013', '10-013']","['privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana']","['randy yesid figueroa solis', 'randy yesid figueroa solis', 'randy yesid figueroa solis']","['gilda mariela flores mazariegos', 'gilda mariela flores mazariegos', 'gilda mariela flores mazariegos']",[],"[""['monolingue', 'monolingue', 'monolingue']""]","[""['doble', 'doble', 'sin jornada']""]","[""['fin de semana', 'fin de semana', 'semipresencial (un día a la semana)']""]",suchitepéquez
privado mixto ciencias modernas,cabecera municipal,santa eulalia,Huehuetenango,['13-17-0082-46'],13-030,privado,urbana,juan carlos morales gonzalez,demostenes mateo sebastian martin,['36393145'],['monolingue'],['matutina'],['diario(regular)'],huehuetenango
privado mixto cientifico integral,3av. 1-59 z 1,tejutla,San Marcos,['12-10-0080-46'],12-022,privado,urbana,elias natanael chun coronado,irma maximina macario barrios,['57188356'],['monolingue'],['doble'],['fin de semana'],san marcos
privado mixto cientifico integral,cabecera municipal,tejutla,San Marcos,['12-10-0084-46'],12-022,privado,urbana,elias natanael chun coronado,irma maximina macario barrios,['57188356'],['monolingue'],['sin jornada'],['semipresencial (un día a la semana)'],san marcos
privado mixto concepcion,canton coccepcion sector la manchuria,samayac,Suchitepequez,['10-08-0031-46'],10-009,privado,urbana,paula zucely quibaja perez de telon,jackelline damaris aguilar alejandro,['51127345'],['monolingue'],['sin jornada'],['semipresencial (un día a la semana)'],suchitepéquez
privado mixto concepcion,canton concepcion sector la manchuria,samayac,Suchitepequez,"[""['10-08-0022-46', '10-08-0024-46', '10-08-0025-46', '10-08-0026-46']""]","['10-009', '10-009', '10-009', '10-009']","['privado', 'privado', 'privado', 'privado']","['rural', 'urbana', 'urbana', 'urbana']","['paula zucely quibaja perez de telon', 'paula zucely quibaja perez de telon', 'paula zucely quibaja perez de telon', 'paula zucely quibaja perez de telon']","['jackelline damaris aguilar alejandro', 'jackelline damaris aguilar alejandro', 'jackelline damaris aguilar alejandro', 'jackelline damaris aguilar alejandro']",[],"[""['monolingue', 'monolingue', 'monolingue', 'monolingue']""]","[""['doble', 'matutina', 'doble', 'vespertina']""]","[""['fin de semana', 'diario(regular)', 'fin de semana', 'diario(regular)']""]",suchitepéquez
privado mixto cristiano emanuel,6a. calle final canton san jose z 1,mazatenango,Suchitepequez,['10-01-0271-46'],10-019,privado,urbana,reyna del rosario chavez barrow de pacheco,alondra marisol galiano puac,['78726386'],['monolingue'],['vespertina'],['diario(regular)'],suchitepéquez
privado mixto cristiano palabra en accion,2a. calle final 3-37 colonia alvarado z 5,huehuetenango,Huehuetenango,['13-01-0219-46'],13-004,privado,urbana,clara armida morales castillo,febe raquel hernández sutuc,['77627179'],['monolingue'],['matutina'],['diario(regular)'],huehuetenango
privado mixto cristo rey,aldea el cedro,morales,Izabal,"[""['18-04-0422-46', '18-04-0423-46', '18-04-0492-46']""]","['18-039', '18-039', '18-039']","['privado', 'privado', 'privado']","['rural', 'rural', 'rural']","['elsa yadira martinez perez', 'elsa yadira martinez perez', 'elsa yadira martinez perez']","['nancy carola gámez ortíz', 'nancy carola gámez ortíz', 'nancy carola gámez ortíz']",[],"[""['monolingue', 'monolingue', 'monolingue']""]","[""['doble', 'doble', 'sin jornada']""]","[""['fin de semana', 'fin de semana', 'semipresencial (fin de semana)']""]",izabal
privado mixto d gonzalez,aldea los angeles,livingston,Izabal,['18-02-0340-46'],18-017,privado,rural,leyvimarlot enriquez espinosa,angel antonio gonzález ramos,['30640244'],['monolingue'],['vespertina'],['diario(regular)'],izabal
privado mixto dame,3era. calle final z 8,huehuetenango,Huehuetenango,['13-01-0358-46'],13-004,privado,urbana,clara armida morales castillo,mauselio hiram martínez galindo,['77642550'],['monolingue'],['matutina'],['diario(regular)'],huehuetenango
privado mixto davinci,canton buenos aires,union cantinil,Huehuetenango,['13-32-0017-46'],13-008,privado,urbana,romeo lucas aguilar vicente,iliana judith velásquez mérida,['53349884'],['monolingue'],['vespertina'],['diario(regular)'],huehuetenango
privado mixto de  kaibil balam,parcelamiento kaibil balam,ixcan,Quiche,['14-20-5876-46'],14-054,privado,rural,jeronimo coc juarez,miguel pérez lópez,['30046660'],['monolingue'],['vespertina'],['diario(regular)'],quiché norte
privado mixto de  shalem,entrada canton taracena,santo domingo suchitepequez,Suchitepequez,['10-06-2286-46'],10-005,privado,urbana,eddy oswaldo solares de leon,miguel enrique donis cornejo,[],['monolingue'],['vespertina'],['diario(regular)'],suchitepéquez
privado mixto de ciencias aprendizaje y tecnologia icat,2a. av 3-01 barrio la batalla,coatepeque,Quetzaltenango,['09-20-0148-46'],09-028,privado,urbana,manfield francisco castañon de leon,lucía beatríz angel ruíz,['58349947'],['monolingue'],['sin jornada'],['semipresencial (fin de semana)'],quetzaltenango
privado mixto de ciencias aprendizaje y tecnologia icat,2a. av 3-01 z 1,coatepeque,Quetzaltenango,['09-20-0074-46'],09-028,privado,urbana,manfield francisco castañon de leon,lucía beatríz angel ruíz,['55954841'],['monolingue'],['doble'],['fin de semana'],quetzaltenango
privado mixto de ciencias aprendizaje y tecnologia icat,2da. av 3-01 z 1 barrio la batalla,coatepeque,Quetzaltenango,['09-20-0101-46'],09-028,privado,urbana,manfield francisco castañon de leon,lucía beatríz angel ruíz,['55954841'],['monolingue'],['vespertina'],['diario(regular)'],quetzaltenango
privado mixto de ciencias comerciales sanarate,2av. 2-45 z 4,sanarate,El Progreso,['02-07-0199-46'],02-018,privado,urbana,osmar josue gonzalez hernandez,claudia esperanza morales barrios,['79252112'],['monolingue'],['vespertina'],['diario(regular)'],el progreso
privado mixto de computacion informatica,km 87.5 carretera ca-2 al pacifico.,santa lucia cotzumalguapa,Escuintla,"[""['05-02-0785-46', '05-02-2556-46']""]","['05-007', '05-007']","['privado', 'privado']","['urbana', 'urbana']","['juan francisco godoy davila', 'juan francisco godoy davila']","['julieta cordero sanchez', 'julieta cordero sanchez']",[],"[""['monolingue', 'monolingue']""]","[""['matutina', 'doble']""]","[""['diario(regular)', 'fin de semana']""]",escuintla
privado mixto de computacion informatica,km. 87.5 carretera ca-2 al pacifico.,santa lucia cotzumalguapa,Escuintla,['05-02-0257-46'],05-007,privado,urbana,juan francisco godoy davila,julieta cordero sanchez,['42098958'],['monolingue'],['sin jornada'],['semipresencial (un día a la semana)'],escuintla
privado mixto de computacion informatica ici,3a. calle 1-49 z 1,patzun,Chimaltenango,['04-07-0042-46'],04-014,privado,urbana,valeria gómez boc de girón,julia magdalena suquén hernández,['54111976'],['monolingue'],['matutina'],['diario(regular)'],chimaltenango
privado mixto de computacion informatica ici,3a. calle 2-097 z 4,patzun,Chimaltenango,['04-07-0043-46'],04-014,privado,urbana,valeria gómez boc de girón,julia magdalena suquén hernández,['54111976'],['monolingue'],['doble'],['fin de semana'],chimaltenango
privado mixto de computacion informatica ici,6a. calle 4-93 z 1 barrio pueblo nuevo,patulul,Suchitepequez,"[""['10-14-0051-46', '10-14-0075-46', '10-14-2294-46', '10-14-2295-46', '10-14-2296-46']""]","['10-017', '10-017', '10-017', '10-017', '10-017']","['privado', 'privado', 'privado', 'privado', 'privado']","['urbana', 'urbana', 'urbana', 'urbana', 'urbana']","['elmo rogelio rodriguez orellana', 'elmo rogelio rodriguez orellana', 'elmo rogelio rodriguez orellana', 'elmo rogelio rodriguez orellana', 'elmo rogelio rodriguez orellana']","['blanca deyci de león lópez', 'blanca deyci de león lópez', 'blanca deyci de león lópez', 'blanca deyci de león lópez', 'blanca deyci de león lópez']",[],"[""['monolingue', 'monolingue', 'monolingue', 'monolingue', 'monolingue']""]","[""['doble', 'sin jornada', 'matutina', 'vespertina', 'doble']""]","[""['fin de semana', 'semipresencial (un día a la semana)', 'diario(regular)', 'diario(regular)', 'fin de semana']""]",suchitepéquez
privado mixto de educ basica y bach por madurez paulo freire,1a. aveniday 5a. calle z 1,el estor,Izabal,['18-03-2455-46'],18-020,privado,urbana,silverio chitop cabrera,raquel mazariegos garcia,['48989011'],['monolingue'],['doble'],['fin de semana'],izabal
privado mixto de educ basica y bach por madurez paulo freire,4ta. av. 5ta. calle barrio el,el estor,Izabal,['18-03-0295-46'],18-020,privado,urbana,silverio chitop cabrera,raquel mazariegos garcia,['48989011'],['monolingue'],['sin jornada'],['semipresencial (fin de semana)'],izabal
privado mixto de educacion basica con orientacion ocupacional fe y alegria no 10 santa maria,barrio san sebastian,jocotan,Chiquimula,['20-04-0132-46'],20-042,privado,urbana,francisco javier guerra pazos,viveca eleonora monroy alvarez,['79465237'],['monolingue'],['vespertina'],['diario(regular)'],chiquimula
privado mixto de educacion basica educare,6a. av. 0-67 z 5 barrio san francisco,jalapa,Jalapa,"[""['21-01-0269-46', '21-01-0420-46']""]","['21-004', '21-004']","['privado', 'privado']","['urbana', 'urbana']","['victor manuel portillo recinos', 'victor manuel portillo recinos']","['dora isabel elías', 'dora isabel elías']",[],"[""['monolingue', 'monolingue']""]","[""['vespertina', 'sin jornada']""]","[""['diario(regular)', 'semipresencial (fin de semana)']""]",jalapa
privado mixto de educacion basica plan fin de semana comebsa,barrio san sebastian,san agustin acasaguastlan,El Progreso,['02-03-0144-46'],02-015,privado,urbana,edna lily aldana godoy,aura marina aguilar ramirez,['79360679'],['monolingue'],['sin jornada'],['semipresencial (fin de semana)'],el progreso
privado mixto de educacion basica plan fin de semana comebsa,barrio san sebastian san agustin acasaguastlan,san agustin acasaguastlan,El Progreso,['02-03-0159-46'],02-015,privado,urbana,edna lily aldana godoy,aura marina aguilar ramirez,['79360679'],['monolingue'],['doble'],['fin de semana'],el progreso
privado mixto de educacion basica san agustin acasaguastlan comebsa,barrio guaytan,san agustin acasaguastlan,El Progreso,['02-03-0054-46'],02-015,privado,urbana,edna lily aldana godoy,aura marina aguilar ramirez,['31511521'],['monolingue'],['doble'],['fin de semana'],el progreso
privado mixto de educacion diversificada  moderno,ave. jesus castillo a-74 z 1,quetzaltenango,Quetzaltenango,['09-01-0134-46'],09-002,privado,urbana,rosemery guadalupe piedrasanta gramajo de siguenza,liliam yolanda pereyra castillo,['77610735'],['monolingue'],['vespertina'],['diario(regular)'],quetzaltenango
